gene_IDs	gene_names	K_score
YDR380W	ARO10	1000
YOL086C	ADH1	1000
YJR069C	HAM1	1000
YBR291C	CTP1	506.710772710244
YMR241W	YHM2	425.647803392752
YNL316C	PHA2	26.6847883470729
YPR060C	ARO7	15.2749823250486
YBR249C	ARO4	13.4215454204872
YGL148W	ARO2	13.4215454204872
YDR127W	ARO1	13.4215454204872
YPR021C	AGC1	4.05255581768725
YOR095C	RKI1	3.31026597192425
YHR163W	SOL3	2.03548166354014
YHR183W	GND1	2.03548166354014
YNL241C	ZWF1	2.03548166354014
YGR254W	ENO1	1.26602440538869
YOR283W	YOR283W	1.26602439782148
YDR516C	EMI2	1.00025912755505
YKR039W	GAP1	0.295624238608779
YBL039C	URA7	0.291727680705461
YJR103W	URA8	0.291727680705461
YER070W	RNR1	0.283864422117817
YIL066C	RNR3	0.283864422117817
YJL026W	RNR2	0.283864422117817
YGR180C	RNR4	0.281902462741966
YNL036W	NCE103	0.268082197981356
YDL100C	GET3	0.262924647124554
YOR222W	ODC2	0.26078810239723
YPL134C	ODC1	0.26078810239723
YBR218C	PYC2	0.254195552252143
YGL062W	PYC1	0.254195552252139
YHR144C	DCD1	0.23430961650655
YCR048W	ARE1	0.221616358872054
YLR304C	ACO1	0.218488643167455
YDR503C	LPP1	0.209468193568517
YNR019W	ARE2	0.209091602220197
YDL024C	DIA3	0.202933389611659
YOL126C	MDH2	0.200018962733767
YOR245C	DGA1	0.16551084156996
YBR117C	TKL2	0
YKL029C	MAE1	0
